1991004.60000000	81.5566152690000
1990999.90000000	82.2188194140000
1990995.20000000	83.6303357550000
1990990.50000000	82.0097397630000
1990985.80000000	84.7631469900000
1990981.10000000	87.1505377740000
1990976.40000000	85.3730049900000
1990971.70000000	85.1290617900000
1990967	86.1571807350000
1990962.30000000	85.2336524370000
1990957.60000000	87.6036622680000
1990952.90000000	90.0259166010000
1990948.20000000	88.8234799110000
1990943.50000000	87.8824690170000
1990938.80000000	91.2632168400000
1990934.10000000	94.9751175570000
1990929.40000000	93.6332266710000
1990924.70000000	94.4000214630000
1990920	96.1949352000000
1990915.30000000	96.2995258470000
1990910.60000000	99.9068359170000
1990905.90000000	105.708720000000
1990901.20000000	100.656148113000
1990896.50000000	104.692290000000
1990891.80000000	106.725150000000
1990887.10000000	105.708720000000
1990882.40000000	112.823730000000
1990877.70000000	115.873020000000
1990873	116.889450000000
1990868.30000000	120.955170000000
1990863.60000000	122.988030000000
1990858.90000000	125.020890000000
1990854.20000000	132.135900000000
1990849.50000000	133.152330000000
1990844.80000000	137.218050000000
1990840.10000000	141.283770000000
1990835.40000000	143.316630000000
1990830.70000000	154.497360000000
1990826	159.579510000000
1990821.30000000	161.612370000000
1990816.60000000	170.760240000000
1990811.90000000	170.760240000000
1990807.20000000	176.858820000000
1990802.50000000	182.957400000000
1990797.80000000	195.154560000000
1990793.10000000	200.236710000000
1990788.40000000	205.318860000000
1990783.70000000	210.401010000000
1990779	220.565310000000
1990774.30000000	229.713180000000
1990769.60000000	237.844620000000
1990764.90000000	248.008920000000
1990760.20000000	248.008920000000
1990755.50000000	268.337520000000
1990750.80000000	279.518250000000
1990746.10000000	284.600400000000
1990741.40000000	294.764700000000
1990736.70000000	299.846850000000
1990732	317.126160000000
1990727.30000000	332.372610000000
1990722.60000000	346.602630000000
1990717.90000000	358.799790000000
1990713.20000000	378.111960000000
1990708.50000000	383.194110000000
1990703.80000000	417.752730000000
1990699.10000000	428.933460000000
1990694.40000000	453.327780000000
1990689.70000000	471.623520000000
1990685	482.804250000000
1990680.30000000	527.527170000000
1990675.60000000	548.872200000000
1990670.90000000	585.463680000000
1990666.20000000	612.907290000000
1990661.50000000	659.663070000000
1990656.80000000	693.205260000000
1990652.10000000	756.223920000000
1990647.40000000	800.946840000000
1990642.70000000	858.883350000000
1990638	913.770570000000
1990633.30000000	980.854950000000
1990628.60000000	1086.56367000000
1990623.90000000	1187.19024000000
1990619.20000000	1305.09612000000
1990614.50000000	1437.23202000000
1990609.80000000	1617.14013000000
